function,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_div,last_time,generated_code,argument_size,output_size,temp_size,flops
FFT,float32,2048,2048,2048,1,256,NCCL,64,26.39,6.16,22.89,27.05,3.87,23.56,9506,2048,1024,512,1305177157.2236295
FFT,float32,2048,2048,2048,256,1,NCCL,64,16.38,9.66,31.55,29.58,3.2,20.46,5469,2048,1024,512,1094780038.2553499
FFT,float32,2048,2048,2048,128,2,NCCL,64,14.86,6.4,31.18,29.21,4.68,15.92,1713,2048,1024,512,1322728721.0104666
FFT,float32,2048,2048,2048,2,128,NCCL,64,19.6,13.79,33.84,16.7,3.46,11.86,7594,2048,1024,512,1296766218.4044166
FFT,float32,4096,4096,4096,1,4,NCCL,1,29.6,14.22,16.07,22.81,4.98,13.79,6778,4096,2048,1024,1415313218.665196
FFT,float32,4096,4096,4096,4,1,NCCL,1,18.22,5.68,33.4,29.08,4.68,21.16,9693,4096,2048,1024,1793662315.1968713
FFT,float32,4096,4096,4096,2,2,NCCL,1,18.11,6.7,16.46,24.26,4.63,15.93,5419,4096,2048,1024,1927981554.62679
FFT,float32,4096,4096,4096,2,4,NCCL,2,29.77,8.96,37.96,20.29,1.81,14.3,9029,4096,2048,1024,1049216254.00925
FFT,float32,4096,4096,4096,4,2,NCCL,2,27.59,12.18,31.13,17.76,2.0,12.41,2406,4096,2048,1024,1975451861.6959667
FFT,float32,4096,4096,4096,8,1,NCCL,2,18.38,6.65,18.89,11.23,1.34,24.36,2205,4096,2048,1024,1166004412.0918193
FFT,float32,4096,4096,4096,1,8,NCCL,2,18.73,6.11,26.21,23.65,3.38,22.39,6187,4096,2048,1024,1858724196.7726598
FFT,float32,4096,4096,4096,4,4,NCCL,4,15.86,10.32,24.29,21.22,2.06,14.43,4295,4096,2048,1024,1289180870.4841385
FFT,float32,4096,4096,4096,8,2,NCCL,4,20.8,10.97,30.64,18.63,1.06,20.97,6932,4096,2048,1024,1718087235.0234156
FFT,float32,4096,4096,4096,2,8,NCCL,4,13.64,10.24,23.03,24.38,4.64,23.31,6850,4096,2048,1024,1102574854.2424781
FFT,float32,4096,4096,4096,1,16,NCCL,4,10.56,10.07,37.25,10.26,2.84,17.71,2243,4096,2048,1024,1620008404.0832887
FFT,float32,4096,4096,4096,16,1,NCCL,4,15.26,13.72,30.71,21.63,3.03,13.47,5080,4096,2048,1024,1394011744.5417256
FFT,float32,4096,4096,4096,8,4,NCCL,8,16.64,11.48,36.45,20.59,3.15,14.22,1036,4096,2048,1024,1522654510.714561
FFT,float32,4096,4096,4096,4,8,NCCL,8,24.58,14.04,19.8,10.85,3.09,21.04,8505,4096,2048,1024,1677370700.1068473
FFT,float32,4096,4096,4096,1,32,NCCL,8,26.07,11.94,17.54,10.56,3.87,17.62,7436,4096,2048,1024,1852460041.1860428
FFT,float32,4096,4096,4096,32,1,NCCL,8,11.9,9.99,38.89,16.15,2.03,19.62,9474,4096,2048,1024,1891841316.5082073
FFT,float32,4096,4096,4096,8,16,NCCL,32,23.2,8.54,28.77,27.29,1.44,23.82,7744,4096,2048,1024,1916946086.9535599
FFT,float32,4096,4096,4096,16,8,NCCL,32,11.23,14.55,36.65,20.32,3.89,14.26,3488,4096,2048,1024,1706884358.571157
FFT,float32,4096,4096,4096,1,64,NCCL,16,15.72,5.9,34.5,28.13,3.97,23.74,6562,4096,2048,1024,1817292917.484986
FFT,float32,4096,4096,4096,64,1,NCCL,16,14.83,14.98,16.08,26.57,1.27,17.39,9440,4096,2048,1024,1030043107.87475
FFT,float32,4096,4096,4096,16,16,NCCL,64,28.86,13.37,24.45,15.9,4.69,18.01,4203,4096,2048,1024,1465456153.8041205
FFT,float32,4096,4096,4096,1,128,NCCL,32,22.98,7.26,35.65,21.62,4.82,22.06,4291,4096,2048,1024,1130625472.5963972
FFT,float32,4096,4096,4096,128,1,NCCL,32,27.94,6.91,30.52,27.03,2.42,12.94,6221,4096,2048,1024,1521042146.2748215
FFT,float32,4096,4096,4096,1,256,NCCL,64,22.62,12.15,36.4,11.65,2.55,11.89,1264,4096,2048,1024,1823455289.5904114
FFT,float32,4096,4096,4096,256,1,NCCL,64,11.52,13.91,25.28,14.88,4.58,12.51,2589,4096,2048,1024,1885619004.757997
FFT,float32,4096,4096,4096,128,2,NCCL,64,14.79,9.47,22.61,29.13,3.58,13.49,9046,4096,2048,1024,1537190712.761322
FFT,float32,4096,4096,4096,2,128,NCCL,64,10.5,10.38,16.89,27.93,3.99,17.64,8250,4096,2048,1024,1384827184.6926494
FFT,float32,8192,8192,8192,1,4,NCCL,1,19.38,11.57,22.68,20.45,3.08,14.06,2497,8192,4096,2048,1640097366.7514944
FFT,float32,8192,8192,8192,4,1,NCCL,1,25.77,7.74,39.39,24.05,2.39,21.51,3879,8192,4096,2048,1694260027.7851765
FFT,float32,8192,8192,8192,2,2,NCCL,1,12.67,5.11,36.74,18.68,2.03,23.82,2527,8192,4096,2048,1574556594.7753613
FFT,float32,8192,8192,8192,2,4,NCCL,2,25.38,6.08,34.22,27.62,3.92,13.25,4339,8192,4096,2048,1245160398.098579
FFT,float32,8192,8192,8192,4,2,NCCL,2,21.18,8.59,32.08,17.96,1.29,12.96,4725,8192,4096,2048,1025938203.3211836
FFT,float32,8192,8192,8192,8,1,NCCL,2,29.3,8.4,26.23,11.14,3.62,15.02,2916,8192,4096,2048,1449937748.1844568
FFT,float32,8192,8192,8192,1,8,NCCL,2,27.86,9.72,34.92,26.45,4.76,15.85,9457,8192,4096,2048,1823363276.4428158
FFT,float32,8192,8192,8192,4,4,NCCL,4,17.87,14.06,36.57,15.72,3.13,23.64,9661,8192,4096,2048,1927959666.4862657
FFT,float32,8192,8192,8192,8,2,NCCL,4,22.13,7.21,27.24,22.01,4.51,20.34,1104,8192,4096,2048,1874423488.6562867
FFT,float32,8192,8192,8192,2,8,NCCL,4,10.63,10.34,31.12,24.41,1.66,16.77,4846,8192,4096,2048,1804581751.5846977
FFT,float32,8192,8192,8192,1,16,NCCL,4,11.59,7.92,20.76,10.65,2.8,11.13,1872,8192,4096,2048,1085609965.0369384
FFT,float32,8192,8192,8192,16,1,NCCL,4,11.92,7.62,22.33,12.62,4.72,18.03,5189,8192,4096,2048,1808663536.359961
FFT,float32,8192,8192,8192,8,4,NCCL,8,13.45,7.05,37.36,16.04,2.76,20.05,8305,8192,4096,2048,1852976652.7630367
FFT,float32,8192,8192,8192,4,8,NCCL,8,16.45,5.87,38.87,14.65,3.4,13.31,2372,8192,4096,2048,1998970063.8464522
FFT,float32,8192,8192,8192,1,32,NCCL,8,23.64,14.21,19.96,15.86,4.21,11.98,7828,8192,4096,2048,1725300076.704096
FFT,float32,8192,8192,8192,32,1,NCCL,8,16.17,10.35,21.41,18.5,3.21,23.87,9424,8192,4096,2048,1125971038.9903111
FFT,float32,8192,8192,8192,8,16,NCCL,32,29.7,9.58,28.01,24.04,3.65,17.55,6264,8192,4096,2048,1513124468.0331607
FFT,float32,8192,8192,8192,16,8,NCCL,32,10.26,14.27,39.83,19.43,4.04,12.95,5166,8192,4096,2048,1226560997.3702476
FFT,float32,8192,8192,8192,1,64,NCCL,16,16.52,10.48,30.58,19.46,4.33,11.51,6248,8192,4096,2048,1837500705.2068675
FFT,float32,8192,8192,8192,64,1,NCCL,16,25.4,6.78,24.98,26.3,1.29,18.54,1191,8192,4096,2048,1340450914.824905
FFT,float32,8192,8192,8192,16,16,NCCL,64,21.26,6.33,24.11,18.87,4.19,16.27,7248,8192,4096,2048,1902903325.637846
FFT,float32,8192,8192,8192,1,128,NCCL,32,11.55,14.09,35.68,18.3,4.15,17.43,5816,8192,4096,2048,1517076546.4490843
FFT,float32,8192,8192,8192,128,1,NCCL,32,17.93,12.87,31.8,13.52,1.64,16.47,7172,8192,4096,2048,1748947731.3770466
FFT,float32,8192,8192,8192,1,256,NCCL,64,21.46,14.9,38.93,29.54,1.41,11.2,3006,8192,4096,2048,1128858545.8808002
FFT,float32,8192,8192,8192,256,1,NCCL,64,28.69,8.64,37.59,12.26,2.79,11.79,3067,8192,4096,2048,1315199397.0499144
FFT,float32,8192,8192,8192,128,2,NCCL,64,27.17,13.88,32.25,13.48,1.31,17.91,6388,8192,4096,2048,1795418537.5792484
FFT,float32,8192,8192,8192,2,128,NCCL,64,13.13,11.41,23.76,17.2,4.0,22.6,6977,8192,4096,2048,1623394042.3677747
FFT,float32,16384,16384,16384,1,4,NCCL,1,22.99,9.07,25.5,24.54,3.46,19.81,7877,16384,8192,4096,1848328913.7510529
FFT,float32,16384,16384,16384,4,1,NCCL,1,22.97,12.71,22.29,25.98,4.19,23.54,6028,16384,8192,4096,1896915878.3317513
FFT,float32,16384,16384,16384,2,2,NCCL,1,12.21,5.44,29.14,17.75,1.68,13.05,2690,16384,8192,4096,1143688394.2380788
FFT,float32,16384,16384,16384,2,4,NCCL,2,21.8,10.32,27.68,19.95,4.9,17.78,4716,16384,8192,4096,1506589406.9414644
FFT,float32,16384,16384,16384,4,2,NCCL,2,14.78,10.28,18.63,17.91,4.19,15.64,9060,16384,8192,4096,1927942363.3748586
FFT,float32,16384,16384,16384,8,1,NCCL,2,14.27,13.04,19.75,24.42,3.95,23.58,6097,16384,8192,4096,1351348199.2309237
FFT,float32,16384,16384,16384,1,8,NCCL,2,29.27,10.28,38.31,18.93,2.33,19.89,9967,16384,8192,4096,1113508299.9370446
FFT,float32,16384,16384,16384,4,4,NCCL,4,18.12,9.25,26.89,13.32,2.85,16.66,7317,16384,8192,4096,1655136985.675786
FFT,float32,16384,16384,16384,8,2,NCCL,4,26.13,10.48,16.5,24.68,1.9,22.92,6095,16384,8192,4096,1484246227.076383
FFT,float32,16384,16384,16384,2,8,NCCL,4,22.09,6.01,38.67,13.63,4.61,21.12,8241,16384,8192,4096,1231433051.6326895
FFT,float32,16384,16384,16384,1,16,NCCL,4,10.08,5.56,38.69,24.35,3.9,19.92,9840,16384,8192,4096,1511037375.3248894
FFT,float32,16384,16384,16384,16,1,NCCL,4,27.51,10.65,30.88,16.53,3.43,20.57,9812,16384,8192,4096,1899696140.6578512
FFT,float32,16384,16384,16384,8,4,NCCL,8,10.4,5.7,19.0,18.39,4.81,24.33,7285,16384,8192,4096,1119740034.6511967
FFT,float32,16384,16384,16384,4,8,NCCL,8,18.01,5.18,15.38,13.98,4.95,12.12,9432,16384,8192,4096,1205192028.4567351
FFT,float32,16384,16384,16384,1,32,NCCL,8,26.01,9.16,31.92,15.95,4.34,15.93,3093,16384,8192,4096,1143493765.19838
FFT,float32,16384,16384,16384,32,1,NCCL,8,22.84,13.19,25.81,17.08,1.65,14.91,1370,16384,8192,4096,1539478999.7733755
FFT,float32,16384,16384,16384,8,16,NCCL,32,12.92,7.46,26.27,23.98,1.06,24.29,4552,16384,8192,4096,1068058948.1328052
FFT,float32,16384,16384,16384,16,8,NCCL,32,23.66,8.27,38.96,25.0,1.91,14.26,1166,16384,8192,4096,1414837414.739424
FFT,float32,16384,16384,16384,1,64,NCCL,16,23.81,9.36,16.01,16.58,4.09,11.67,5982,16384,8192,4096,1557161059.175139
FFT,float32,16384,16384,16384,64,1,NCCL,16,13.76,7.98,34.62,14.18,1.08,17.33,3246,16384,8192,4096,1300827796.0666237
FFT,float32,16384,16384,16384,16,16,NCCL,64,25.25,8.51,35.04,11.0,3.37,23.38,2338,16384,8192,4096,1601849134.4071507
FFT,float32,16384,16384,16384,1,128,NCCL,32,18.17,6.82,31.29,18.22,3.84,19.88,6407,16384,8192,4096,1539337405.6812854
FFT,float32,16384,16384,16384,128,1,NCCL,32,20.24,5.34,32.56,21.72,2.57,21.78,8395,16384,8192,4096,1932069235.1476278
FFT,float32,16384,16384,16384,1,256,NCCL,64,29.71,9.1,18.99,25.33,2.32,11.11,6408,16384,8192,4096,1775869162.8541722
FFT,float32,16384,16384,16384,256,1,NCCL,64,23.76,6.07,20.65,18.9,1.74,16.43,7728,16384,8192,4096,1371648152.6418688
FFT,float32,16384,16384,16384,128,2,NCCL,64,11.19,7.21,37.28,19.17,4.21,18.88,4833,16384,8192,4096,1227037139.4804945
FFT,float32,16384,16384,16384,2,128,NCCL,64,20.07,6.02,25.59,24.28,3.89,16.94,7748,16384,8192,4096,1862236067.9680505
FFT,float64,1024,1024,1024,1,4,NCCL,1,13.09,13.23,23.12,25.91,2.93,19.38,4456,1024,512,256,1086948698.4972785
FFT,float64,1024,1024,1024,4,1,NCCL,1,28.35,14.61,18.26,13.44,2.6,11.12,9544,1024,512,256,1073933569.1680646
FFT,float64,1024,1024,1024,2,2,NCCL,1,11.89,12.53,36.46,11.73,3.91,19.88,6678,1024,512,256,1723267620.1392312
FFT,float64,1024,1024,1024,2,4,NCCL,2,20.61,5.87,39.81,13.29,4.25,19.83,4949,1024,512,256,1834370524.867755
FFT,float64,1024,1024,1024,4,2,NCCL,2,27.9,7.46,24.02,14.4,2.62,21.15,5596,1024,512,256,1022643742.5134302
FFT,float64,1024,1024,1024,8,1,NCCL,2,13.5,8.58,38.52,13.74,4.66,23.53,7059,1024,512,256,1526860783.7102747
FFT,float64,1024,1024,1024,1,8,NCCL,2,16.92,10.31,30.39,12.18,1.39,14.88,3422,1024,512,256,1709597004.2562425
FFT,float64,1024,1024,1024,4,4,NCCL,4,12.27,8.6,19.99,19.04,2.73,23.23,7244,1024,512,256,1412587152.3263354
FFT,float64,1024,1024,1024,8,2,NCCL,4,18.34,7.46,16.55,29.72,4.6,23.83,6727,1024,512,256,1346734060.9673762
FFT,float64,1024,1024,1024,2,8,NCCL,4,28.88,14.66,20.37,27.0,1.7,18.33,8036,1024,512,256,1546201476.6998308
FFT,float64,1024,1024,1024,1,16,NCCL,4,25.28,13.23,39.02,15.3,3.45,12.28,5826,1024,512,256,1528586772.6399972
FFT,float64,1024,1024,1024,16,1,NCCL,4,27.49,9.0,25.82,18.98,4.13,18.66,6676,1024,512,256,1661835067.147269
FFT,float64,1024,1024,1024,8,4,NCCL,8,19.09,5.76,25.02,15.12,2.01,19.73,4209,1024,512,256,1575465793.0174375
FFT,float64,1024,1024,1024,4,8,NCCL,8,21.47,13.25,38.91,28.44,3.99,13.09,7975,1024,512,256,1866167502.225589
FFT,float64,1024,1024,1024,1,32,NCCL,8,21.61,6.04,34.72,26.09,4.47,15.25,6415,1024,512,256,1533228223.2131388
FFT,float64,1024,1024,1024,32,1,NCCL,8,12.45,9.89,32.53,24.75,3.8,23.21,5472,1024,512,256,1680134967.261608
FFT,float64,1024,1024,1024,8,16,NCCL,32,20.75,14.62,19.2,26.69,3.81,11.31,8555,1024,512,256,1780621319.6665885
FFT,float64,1024,1024,1024,16,8,NCCL,32,17.98,14.59,34.37,25.98,2.89,12.69,3929,1024,512,256,1208297422.9246595
FFT,float64,1024,1024,1024,1,64,NCCL,16,23.77,10.5,36.36,15.61,2.42,22.55,5818,1024,512,256,1964567944.5194159
FFT,float64,1024,1024,1024,64,1,NCCL,16,21.03,8.95,19.42,13.99,2.5,11.99,2545,1024,512,256,1033020000.8595172
FFT,float64,1024,1024,1024,16,16,NCCL,64,20.74,9.87,30.27,20.15,2.38,23.03,1388,1024,512,256,1693602913.547821
FFT,float64,1024,1024,1024,1,128,NCCL,32,17.97,13.11,19.25,25.75,1.6,19.9,9037,1024,512,256,1847128452.3869596
FFT,float64,1024,1024,1024,128,1,NCCL,32,19.66,14.53,26.63,17.4,1.17,24.7,7138,1024,512,256,1238599432.0674472
FFT,float64,1024,1024,1024,1,256,NCCL,64,19.46,11.51,36.84,25.71,3.75,11.47,4293,1024,512,256,1024568954.4586619
FFT,float64,1024,1024,1024,256,1,NCCL,64,28.9,6.25,35.5,14.83,4.92,16.34,3720,1024,512,256,1858277192.83033
FFT,float64,1024,1024,1024,128,2,NCCL,64,17.17,7.84,18.36,28.8,4.97,17.9,5357,1024,512,256,1808774680.0676832
FFT,float64,1024,1024,1024,2,128,NCCL,64,15.52,8.09,20.91,14.33,4.08,20.56,4035,1024,512,256,1917188110.8911572
FFT,float64,2048,2048,2048,1,4,NCCL,1,14.71,14.91,28.45,14.34,2.52,19.83,6500,2048,1024,512,1738090000.280037
FFT,float64,2048,2048,2048,4,1,NCCL,1,25.14,8.88,25.75,21.67,4.64,16.61,4651,2048,1024,512,1945568535.902904
FFT,float64,2048,2048,2048,2,2,NCCL,1,29.15,13.54,27.44,11.6,1.04,21.78,6166,2048,1024,512,1753202996.0353403
FFT,float64,2048,2048,2048,2,4,NCCL,2,10.79,13.23,22.94,16.3,3.64,19.36,8712,2048,1024,512,1906830684.1831965
FFT,float64,2048,2048,2048,4,2,NCCL,2,24.51,13.93,30.03,20.89,2.54,23.52,4555,2048,1024,512,1099052155.3650568
FFT,float64,2048,2048,2048,8,1,NCCL,2,12.5,12.71,18.47,23.44,1.17,14.69,9175,2048,1024,512,1115440108.5668147
FFT,float64,2048,2048,2048,1,8,NCCL,2,26.44,14.02,31.25,18.01,2.99,23.72,8840,2048,1024,512,1854352364.2982059
FFT,float64,2048,2048,2048,4,4,NCCL,4,13.69,12.31,20.99,26.24,3.55,15.15,5615,2048,1024,512,1581615572.4011848
FFT,float64,2048,2048,2048,8,2,NCCL,4,11.21,9.05,29.89,14.65,1.16,16.12,9168,2048,1024,512,1091601799.4896467
FFT,float64,2048,2048,2048,2,8,NCCL,4,26.1,5.12,30.31,11.02,1.79,23.15,2646,2048,1024,512,1037618258.5774591
FFT,float64,2048,2048,2048,1,16,NCCL,4,16.28,11.63,22.18,16.07,1.96,23.38,3623,2048,1024,512,1021236274.6150558
FFT,float64,2048,2048,2048,16,1,NCCL,4,24.47,13.9,21.27,24.71,3.51,11.88,4844,2048,1024,512,1435716883.7341144
FFT,float64,2048,2048,2048,8,4,NCCL,8,17.0,14.67,38.26,27.34,2.89,12.07,6319,2048,1024,512,1101585934.7838597
FFT,float64,2048,2048,2048,4,8,NCCL,8,24.81,5.05,15.69,13.86,1.47,20.79,6238,2048,1024,512,1398957063.7397919
FFT,float64,2048,2048,2048,1,32,NCCL,8,20.46,8.51,27.74,19.63,2.72,13.69,7442,2048,1024,512,1835994971.0565982
FFT,float64,2048,2048,2048,32,1,NCCL,8,27.22,10.49,33.18,21.87,4.04,16.62,7192,2048,1024,512,1298722008.5887418
FFT,float64,2048,2048,2048,8,16,NCCL,32,19.6,12.93,31.48,19.21,3.31,15.07,6691,2048,1024,512,1000350881.8700111
FFT,float64,2048,2048,2048,16,8,NCCL,32,25.0,13.69,26.65,15.31,4.94,16.5,7362,2048,1024,512,1368336602.4506538
FFT,float64,2048,2048,2048,1,64,NCCL,16,14.47,14.21,35.74,21.99,3.05,13.97,3002,2048,1024,512,1241574344.7274723
FFT,float64,2048,2048,2048,64,1,NCCL,16,13.55,10.89,30.08,10.32,3.18,13.47,5807,2048,1024,512,1402447927.983747
FFT,float64,2048,2048,2048,16,16,NCCL,64,23.72,14.63,26.76,15.14,3.53,24.43,1818,2048,1024,512,1483353122.0702724
FFT,float64,2048,2048,2048,1,128,NCCL,32,27.96,12.11,17.38,17.97,2.36,22.65,2882,2048,1024,512,1266863819.8277407
FFT,float64,2048,2048,2048,128,1,NCCL,32,10.82,7.36,24.06,23.32,4.11,13.18,7639,2048,1024,512,1106001053.8549013
FFT,float64,2048,2048,2048,1,256,NCCL,64,13.36,9.32,20.08,21.65,3.84,22.82,4469,2048,1024,512,1333478536.395205
FFT,float64,2048,2048,2048,256,1,NCCL,64,21.22,7.0,30.4,13.12,3.33,20.78,3725,2048,1024,512,1394834750.8818166
FFT,float64,2048,2048,2048,128,2,NCCL,64,25.26,11.55,19.01,19.32,3.56,13.94,5611,2048,1024,512,1719596662.9504285
FFT,float64,2048,2048,2048,2,128,NCCL,64,13.26,14.46,18.35,22.74,1.29,23.93,3733,2048,1024,512,1504423994.1421576
FFT,float64,4096,4096,4096,1,4,NCCL,1,21.01,6.7,20.09,22.76,4.43,18.78,9266,4096,2048,1024,1850272450.4010062
FFT,float64,4096,4096,4096,4,1,NCCL,1,29.98,6.88,29.61,26.19,3.46,14.11,8753,4096,2048,1024,1060457975.2432663
FFT,float64,4096,4096,4096,2,2,NCCL,1,18.82,11.26,27.3,11.01,2.64,24.41,4979,4096,2048,1024,1945232992.4856217
FFT,float64,4096,4096,4096,2,4,NCCL,2,28.1,14.5,23.64,20.6,2.61,17.34,5901,4096,2048,1024,1792789075.277134
FFT,float64,4096,4096,4096,4,2,NCCL,2,17.72,6.18,20.32,12.38,3.8,15.57,8954,4096,2048,1024,1696679137.6987119
FFT,float64,4096,4096,4096,8,1,NCCL,2,23.44,14.32,35.43,24.06,1.1,11.06,7121,4096,2048,1024,1179847653.502807
