function,precision,x,y,z,px,py,backend,nodes,jit_time,min_time,max_time,mean_time,std_div,last_time,generated_code,argument_size,output_size,temp_size,flops
FFT,float32,16384,16384,16384,16,16,NCCL,64,12.8,5.15,39.88,15.13,3.21,23.65,4917,16384,8192,4096,1677452139.6944256
FFT,float32,16384,16384,16384,1,128,NCCL,32,26.4,6.0,35.5,11.38,1.94,17.67,7404,16384,8192,4096,1848788820.7626028
FFT,float32,16384,16384,16384,128,1,NCCL,32,19.46,10.04,37.18,27.06,3.88,16.83,9870,16384,8192,4096,1590983104.781832
FFT,float32,16384,16384,16384,1,256,NCCL,64,18.89,12.94,39.29,28.57,1.63,18.46,6826,16384,8192,4096,1406510414.5201397
FFT,float32,16384,16384,16384,256,1,NCCL,64,28.46,13.79,28.95,28.77,4.08,22.57,4339,16384,8192,4096,1887942622.4107952
FFT,float32,16384,16384,16384,128,2,NCCL,64,21.06,9.15,32.71,11.36,1.04,20.81,8160,16384,8192,4096,1716321924.190359
FFT,float32,16384,16384,16384,2,128,NCCL,64,13.14,14.0,29.19,21.88,3.67,21.66,9111,16384,8192,4096,1946013461.7369297
FFT,float64,1024,1024,1024,1,4,NCCL,1,21.6,9.52,24.78,29.67,3.21,12.56,2353,1024,512,256,1503093099.6097956
FFT,float64,1024,1024,1024,4,1,NCCL,1,29.14,13.03,35.22,17.61,3.07,14.86,3856,1024,512,256,1470210837.23605
FFT,float64,1024,1024,1024,2,2,NCCL,1,16.79,8.33,16.12,17.64,3.66,22.68,5665,1024,512,256,1354087735.9088042
FFT,float64,1024,1024,1024,2,4,NCCL,2,15.8,13.0,37.46,15.12,2.61,19.25,9901,1024,512,256,1427493648.8378773
FFT,float64,1024,1024,1024,4,2,NCCL,2,17.72,10.38,17.08,27.22,1.39,24.89,1251,1024,512,256,1007073937.490227
FFT,float64,1024,1024,1024,8,1,NCCL,2,26.8,6.33,38.58,10.47,3.76,19.89,5524,1024,512,256,1808017234.3230677
FFT,float64,1024,1024,1024,1,8,NCCL,2,13.24,10.45,33.55,29.06,4.48,18.61,1366,1024,512,256,1488705906.2666054
FFT,float64,1024,1024,1024,4,4,NCCL,4,19.7,10.78,18.9,16.96,1.66,16.62,2218,1024,512,256,1428495923.5652728
FFT,float64,1024,1024,1024,8,2,NCCL,4,13.43,10.63,24.55,13.62,3.96,22.98,6384,1024,512,256,1693430432.9866753
FFT,float64,1024,1024,1024,2,8,NCCL,4,29.17,7.5,25.42,13.7,1.36,13.28,5679,1024,512,256,1919324177.5080657
FFT,float64,1024,1024,1024,1,16,NCCL,4,23.47,6.32,27.83,27.26,1.09,23.21,4377,1024,512,256,1687699115.7607474
FFT,float64,1024,1024,1024,16,1,NCCL,4,25.39,11.63,39.29,11.93,3.33,12.48,3749,1024,512,256,1166351261.651954
FFT,float64,1024,1024,1024,8,4,NCCL,8,25.89,12.89,38.62,21.68,4.76,17.75,4618,1024,512,256,1595509751.8098245
FFT,float64,1024,1024,1024,4,8,NCCL,8,25.03,6.67,33.16,24.55,4.33,23.04,2382,1024,512,256,1723975032.363418
FFT,float64,1024,1024,1024,1,32,NCCL,8,19.62,7.35,25.84,10.81,4.56,22.4,2384,1024,512,256,1411647843.9403577
FFT,float64,1024,1024,1024,32,1,NCCL,8,29.69,12.25,34.16,29.98,2.97,11.16,8190,1024,512,256,1733472214.380035
FFT,float64,1024,1024,1024,8,16,NCCL,32,21.68,9.94,36.97,24.62,3.01,24.96,4965,1024,512,256,1029201732.2535787
FFT,float64,1024,1024,1024,16,8,NCCL,32,27.38,14.99,15.42,19.18,2.25,18.36,9306,1024,512,256,1219820229.098493
FFT,float64,1024,1024,1024,1,64,NCCL,16,20.91,9.59,28.99,24.92,2.72,24.82,3497,1024,512,256,1307374021.8641691
FFT,float64,1024,1024,1024,64,1,NCCL,16,21.74,11.46,19.48,16.72,2.68,18.86,4614,1024,512,256,1383367420.0372562
FFT,float64,1024,1024,1024,16,16,NCCL,64,26.05,6.56,31.77,11.26,1.7,17.35,1636,1024,512,256,1244855295.7880201
FFT,float64,1024,1024,1024,1,128,NCCL,32,11.09,9.88,20.72,26.64,4.53,19.5,4519,1024,512,256,1139415598.9020665
FFT,float64,1024,1024,1024,128,1,NCCL,32,18.66,14.72,24.79,27.3,4.61,21.97,5387,1024,512,256,1490685692.3165848
FFT,float64,1024,1024,1024,1,256,NCCL,64,15.26,7.05,21.93,12.22,2.14,17.84,4714,1024,512,256,1515413639.2834594
FFT,float64,1024,1024,1024,256,1,NCCL,64,20.44,10.33,15.92,27.74,3.18,17.04,7924,1024,512,256,1376242729.071393
FFT,float64,1024,1024,1024,128,2,NCCL,64,10.43,9.69,21.09,12.07,3.94,14.23,7791,1024,512,256,1149652754.8855882
FFT,float64,1024,1024,1024,2,128,NCCL,64,20.95,13.09,24.81,28.67,4.57,11.66,1567,1024,512,256,1310581340.6978495
FFT,float64,2048,2048,2048,1,4,NCCL,1,21.02,13.14,23.47,18.67,3.49,14.04,1059,2048,1024,512,1170126179.470311
FFT,float64,2048,2048,2048,4,1,NCCL,1,26.05,6.18,33.22,21.88,3.34,17.82,9124,2048,1024,512,1655849117.9111814
FFT,float64,2048,2048,2048,2,2,NCCL,1,29.16,11.74,24.21,28.93,2.26,18.09,2434,2048,1024,512,1058821225.8848109
FFT,float64,2048,2048,2048,2,4,NCCL,2,11.95,9.53,27.01,13.34,2.73,17.83,4350,2048,1024,512,1893449026.8752713
FFT,float64,2048,2048,2048,4,2,NCCL,2,25.5,6.9,35.38,22.18,3.01,11.05,2365,2048,1024,512,1626228827.116653
FFT,float64,2048,2048,2048,8,1,NCCL,2,27.92,6.38,16.91,19.7,4.53,13.56,2290,2048,1024,512,1566038726.9818928
FFT,float64,2048,2048,2048,1,8,NCCL,2,24.11,9.57,33.29,19.36,3.41,18.97,2539,2048,1024,512,1750352369.354395
FFT,float64,2048,2048,2048,4,4,NCCL,4,26.54,5.19,23.13,18.52,2.09,12.47,3298,2048,1024,512,1625584196.9788365
FFT,float64,2048,2048,2048,8,2,NCCL,4,27.42,11.67,32.56,11.0,2.97,19.14,7777,2048,1024,512,1278072958.0407782
FFT,float64,2048,2048,2048,2,8,NCCL,4,27.48,14.77,19.35,12.79,1.51,21.5,2896,2048,1024,512,1451911823.1220822
FFT,float64,2048,2048,2048,1,16,NCCL,4,28.12,7.15,28.4,29.06,1.76,11.54,7046,2048,1024,512,1806784810.261796
FFT,float64,2048,2048,2048,16,1,NCCL,4,27.81,13.51,21.82,27.19,3.24,20.89,9509,2048,1024,512,1357236382.8824115
FFT,float64,2048,2048,2048,8,4,NCCL,8,26.95,7.05,34.11,13.08,1.76,13.93,4859,2048,1024,512,1799734613.7732475
FFT,float64,2048,2048,2048,4,8,NCCL,8,29.01,10.49,37.68,24.69,3.62,22.24,5392,2048,1024,512,1587401596.3475142
FFT,float64,2048,2048,2048,1,32,NCCL,8,28.86,10.81,26.31,24.83,3.47,21.63,8065,2048,1024,512,1755873202.8242924
FFT,float64,2048,2048,2048,32,1,NCCL,8,20.15,13.64,18.85,20.5,4.39,16.46,5149,2048,1024,512,1649545110.225905
FFT,float64,2048,2048,2048,8,16,NCCL,32,13.38,8.33,19.36,13.19,4.11,23.13,1987,2048,1024,512,1230718482.4688861
FFT,float64,2048,2048,2048,16,8,NCCL,32,14.1,12.74,29.71,13.45,1.6,20.83,9649,2048,1024,512,1089622859.3183863
FFT,float64,2048,2048,2048,1,64,NCCL,16,27.72,8.65,21.87,28.79,3.74,22.95,2265,2048,1024,512,1863210023.324156
FFT,float64,2048,2048,2048,64,1,NCCL,16,14.8,7.62,16.78,28.85,4.23,12.84,6969,2048,1024,512,1379924662.3532124
FFT,float64,2048,2048,2048,16,16,NCCL,64,15.65,6.65,28.97,21.63,4.94,20.49,1053,2048,1024,512,1798384532.17953
FFT,float64,2048,2048,2048,1,128,NCCL,32,18.86,9.7,23.97,15.41,2.77,15.21,1038,2048,1024,512,1796074979.2960353
FFT,float64,2048,2048,2048,128,1,NCCL,32,26.6,8.21,36.52,12.54,4.13,21.37,4526,2048,1024,512,1384671474.8808625
FFT,float64,2048,2048,2048,1,256,NCCL,64,12.1,13.45,32.97,22.75,3.9,22.36,3142,2048,1024,512,1262853680.5957322
FFT,float64,2048,2048,2048,256,1,NCCL,64,27.98,10.52,38.23,22.26,3.21,16.22,2823,2048,1024,512,1797239271.7365956
FFT,float64,2048,2048,2048,128,2,NCCL,64,18.55,9.32,32.98,20.06,1.22,18.99,4067,2048,1024,512,1969922758.6125355
FFT,float64,2048,2048,2048,2,128,NCCL,64,21.44,9.63,33.38,22.32,3.13,17.56,5843,2048,1024,512,1914996740.351603
FFT,float64,4096,4096,4096,1,4,NCCL,1,15.27,5.45,23.11,14.89,3.16,14.44,6910,4096,2048,1024,1507831293.216323
FFT,float64,4096,4096,4096,4,1,NCCL,1,20.83,9.38,26.81,17.19,3.31,21.85,2905,4096,2048,1024,1934027036.328318
FFT,float64,4096,4096,4096,2,2,NCCL,1,12.2,5.22,30.45,25.8,1.37,24.74,6171,4096,2048,1024,1627123788.1441998
FFT,float64,4096,4096,4096,2,4,NCCL,2,21.08,6.08,27.68,25.03,4.52,13.87,2942,4096,2048,1024,1047955312.5322864
FFT,float64,4096,4096,4096,4,2,NCCL,2,22.61,8.13,15.89,19.49,2.26,13.79,1866,4096,2048,1024,1773078248.3026385
FFT,float64,4096,4096,4096,8,1,NCCL,2,16.8,11.25,24.29,26.69,3.2,15.56,9730,4096,2048,1024,1875972892.1621194
